number,name,image,theme,subtheme,year,rating,owner,want_it,pieces,minifigs,us_price,eu_price
41559,Paladum,https://images.brickset.com/sets/small/41559-1.jpg,Mixels,Series 7,2016,,2172,262,64,,4.99,1.99
41560,Jamzy,https://images.brickset.com/sets/small/41560-1.jpg,Mixels,Series 7,2016,,2057,248,70,,4.99,1.99
41561,Tapsy,https://images.brickset.com/sets/small/41561-1.jpg,Mixels,Series 7,2016,,2360,318,57,,4.99,1.99
41562,Trumpsy,https://images.brickset.com/sets/small/41562-1.jpg,Mixels,Series 7,2016,,2214,260,54,,4.99,1.99
41563,Splasho,https://images.brickset.com/sets/small/41563-1.jpg,Mixels,Series 8,2016,,1674,305,67,,4.99,3.99
41564,Aquad,https://images.brickset.com/sets/small/41564-1.jpg,Mixels,Series 8,2016,,1572,290,70,,4.99,3.99
41565,Hydro,https://images.brickset.com/sets/small/41565-1.jpg,Mixels,Series 8,2016,,1613,300,70,,4.99,3.99
41566,Sharx,https://images.brickset.com/sets/small/41566-1.jpg,Mixels,Series 8,2016,,1617,354,55,,4.99,3.99
41567,Skulzy,https://images.brickset.com/sets/small/41567-1.jpg,Mixels,Series 8,2016,,1723,384,66,,4.99,3.99
41568,Lewt,https://images.brickset.com/sets/small/41568-1.jpg,Mixels,Series 8,2016,,1765,390,62,,4.99,3.99
41569,Surgeo,https://images.brickset.com/sets/small/41569-1.jpg,Mixels,Series 8,2016,,1648,334,63,,4.99,3.99
41570,Skrubz,https://images.brickset.com/sets/small/41570-1.jpg,Mixels,Series 8,2016,3.0,1646,318,68,,4.99,3.99
41571,Tuth,https://images.brickset.com/sets/small/41571-1.jpg,Mixels,Series 8,2016,,1776,351,67,,4.99,3.99
41572,Gobbol,https://images.brickset.com/sets/small/41572-1.jpg,Mixels,Series 9,2016,,1393,304,62,,4.99,3.99
41573,Sweepz,https://images.brickset.com/sets/small/41573-1.jpg,Mixels,Series 9,2016,,1454,338,61,,4.99,3.99
41574,Compax,https://images.brickset.com/sets/small/41574-1.jpg,Mixels,Series 9,2016,,1321,294,66,,4.99,3.99
41575,Cobrax,https://images.brickset.com/sets/small/41575-1.jpg,Mixels,Series 9,2016,,1247,296,64,,4.99,3.99
41576,Spinza,https://images.brickset.com/sets/small/41576-1.jpg,Mixels,Series 9,2016,,1144,293,60,,4.99,3.99
41577,Mysto,https://images.brickset.com/sets/small/41577-1.jpg,Mixels,Series 9,2016,,1244,326,64,,4.99,3.99
41578,Screeno,https://images.brickset.com/sets/small/41578-1.jpg,Mixels,Series 9,2016,,1206,313,73,,4.99,3.99
41579,Camsta,https://images.brickset.com/sets/small/41579-1.jpg,Mixels,Series 9,2016,,1164,287,62,,4.99,3.99
41580,Myke,https://images.brickset.com/sets/small/41580-1.jpg,Mixels,Series 9,2016,,1159,296,63,,4.99,3.99
42044,Display Team Jet,https://images.brickset.com/sets/small/42044-1.jpg,Technic,,2016,4.5,2337,300,113,,12.99,9.99
42045,Hydroplane Racer,https://images.brickset.com/sets/small/42045-1.jpg,Technic,,2016,4.0,1496,353,180,,19.99,14.99
42046,Getaway Racer,https://images.brickset.com/sets/small/42046-1.jpg,Technic,,2016,5.0,2472,546,170,,19.99,19.99
42047,Police Interceptor,https://images.brickset.com/sets/small/42047-1.jpg,Technic,,2016,5.0,2224,399,185,,19.99,19.99
42048,Race Kart,https://images.brickset.com/sets/small/42048-1.jpg,Technic,,2016,4.8,2125,571,345,,29.99,26.99
42049,Mine Loader,https://images.brickset.com/sets/small/42049-1.jpg,Technic,,2016,3.0,1901,588,476,,49.99,39.99
42050,Drag Racer,https://images.brickset.com/sets/small/42050-1.jpg,Technic,,2016,,1689,665,647,,79.99,59.99
42052,Heavy Lift Helicopter,https://images.brickset.com/sets/small/42052-1.jpg,Technic,,2016,3.5,2765,1263,1042,,139.99,119.99
42053,Volvo EW160E,https://images.brickset.com/sets/small/42053-1.jpg,Technic,,2016,4.6,3168,1575,1166,,119.99,89.99
42054,CLAAS XERION 5000 TRAC VC,https://images.brickset.com/sets/small/42054-1.jpg,Technic,,2016,4.6,3998,1665,1977,,179.99,149.99
42055,Bucket Wheel Excavator,https://images.brickset.com/sets/small/42055-1.jpg,Technic,,2016,4.8,4487,2135,3929,,279.99,229.99
42056,Porsche 911 GT3 RS,https://images.brickset.com/sets/small/42056-1.jpg,Technic,,2016,4.0,5910,2669,2704,,299.99,299.99
45012,Wild Animals Set,https://images.brickset.com/sets/small/45012-1.jpg,Education,Duplo,2016,,27,103,104,,,
45014,StoryTales Set,https://images.brickset.com/sets/small/45014-1.jpg,Education,Duplo,2016,,7,12,,6,,
45016,Tubes Experiment Set,https://images.brickset.com/sets/small/45016-1.jpg,Education,Duplo,2016,,11,26,,4,,
45017,Playground Set,https://images.brickset.com/sets/small/45017-1.jpg,Education,Duplo,2016,,6,14,,6,,
45018,Build Me 'Emotions',https://images.brickset.com/sets/small/45018-1.jpg,Education,Duplo,2016,,7,18,188,,,
45019,Creative LEGO DUPLO Brick Set,https://images.brickset.com/sets/small/45019-1.jpg,Education,Duplo,2016,,5,5,160,,,
45020,Creative LEGO Brick Set,,Education,,2016,,15,12,1000,,,
45300,WeDo 2.0 Core Set,https://images.brickset.com/sets/small/45300-1.jpg,Education,,2016,,87,110,280,,,
45301,WeDo 2.0 Smart Hub,https://images.brickset.com/sets/small/45301-1.jpg,Education,,2016,,9,54,,,,
45302,WeDo 2.0 Smarthub Rechargeable Battery,https://images.brickset.com/sets/small/45302-1.jpg,Education,,2016,,11,52,,,,
45303,WeDo 2.0 Medium Motor,https://images.brickset.com/sets/small/45303-1.jpg,Education,,2016,,17,50,,,,
45304,WeDo 2.0 Motion Sensor,https://images.brickset.com/sets/small/45304-1.jpg,Education,,2016,,11,50,,,,
45305,WeDo 2.0 Tilt Sensor,https://images.brickset.com/sets/small/45305-1.jpg,Education,,2016,,11,50,,,,
45802,Animal Allies,https://images.brickset.com/sets/small/45802-1.jpg,Miscellaneous,FIRST LEGO League,2016,,18,70,2161,2,,
45803,Creature Craze Inspire Set,https://images.brickset.com/sets/small/45803-1.jpg,Miscellaneous,FIRST LEGO League,2016,,8,43,,,,
60100,Airport Starter Set,https://images.brickset.com/sets/small/60100-1.jpg,City,Airport,2016,4.0,3144,663,81,4,9.99,9.99
60101,Airport Cargo Plane,https://images.brickset.com/sets/small/60101-1.jpg,City,Airport,2016,4.0,3189,1015,157,2,24.99,19.99
60102,Airport VIP Service,https://images.brickset.com/sets/small/60102-1.jpg,City,Airport,2016,3.0,2804,1427,364,4,49.99,49.99
60103,Airport Air Show,https://images.brickset.com/sets/small/60103-1.jpg,City,Airport,2016,5.0,2159,1432,670,6,89.99,79.99
60104,Airport Passenger Terminal,https://images.brickset.com/sets/small/60104-1.jpg,City,Airport,2016,2.0,2009,1597,694,6,99.99,99.99
60105,Fire ATV,https://images.brickset.com/sets/small/60105-1.jpg,City,Fire,2016,4.0,2359,439,64,1,6.99,5.99
60106,Fire Starter Set,https://images.brickset.com/sets/small/60106-1.jpg,City,Fire,2016,4.3,3606,487,90,4,9.99,9.99
60107,Fire Ladder Truck,https://images.brickset.com/sets/small/60107-1.jpg,City,Fire,2016,4.3,4518,883,214,2,24.99,19.99
60108,Fire Response Unit,https://images.brickset.com/sets/small/60108-1.jpg,City,Fire,2016,4.7,2075,742,257,3,39.99,29.99
60109,Fire Boat,https://images.brickset.com/sets/small/60109-1.jpg,City,Fire,2016,,1423,955,412,5,79.99,69.99
60110,Fire Station,https://images.brickset.com/sets/small/60110-1.jpg,City,Fire,2016,4.0,2741,1260,919,6,99.99,99.99
60111,Fire Utility Truck,https://images.brickset.com/sets/small/60111-1.jpg,City,Fire,2016,5.0,1500,1032,368,3,39.99,24.49
60112,Fire Engine,https://images.brickset.com/sets/small/60112-1.jpg,City,Fire,2016,4.5,1162,1355,376,3,49.99,39.99
60113,Rally Car,https://images.brickset.com/sets/small/60113-1.jpg,City,Traffic,2016,4.0,4429,826,104,1,9.99,9.99
60114,Race Boat,https://images.brickset.com/sets/small/60114-1.jpg,City,Harbour,2016,4.0,2470,687,95,1,9.99,9.99
60115,4 x 4 Off Roader,https://images.brickset.com/sets/small/60115-1.jpg,City,Traffic,2016,5.0,3272,916,176,2,19.99,19.99
60116,Ambulance Plane,https://images.brickset.com/sets/small/60116-1.jpg,City,Medical,2016,4.4,3003,921,183,3,19.99,19.99
60117,Van & Caravan,https://images.brickset.com/sets/small/60117-1.jpg,City,Traffic,2016,4.6,7960,1347,250,2,19.99,19.99
60118,Garbage Truck,https://images.brickset.com/sets/small/60118-1.jpg,City,Traffic,2016,4.8,5613,1608,248,2,19.99,19.99
60119,Ferry,https://images.brickset.com/sets/small/60119-1.jpg,City,Harbour,2016,4.5,4011,1309,301,2,29.99,29.99
60120,Volcano Starter Set,https://images.brickset.com/sets/small/60120-1.jpg,City,Volcano Explorers,2016,4.5,3431,735,83,4,9.99,9.99
60121,Volcano Exploration Truck,https://images.brickset.com/sets/small/60121-1.jpg,City,Volcano Explorers,2016,4.5,2796,866,175,2,24.99,19.99
60122,Volcano Crawler,https://images.brickset.com/sets/small/60122-1.jpg,City,Volcano Explorers,2016,4.0,2425,868,324,3,39.99,29.99
60123,Volcano Supply Helicopter,https://images.brickset.com/sets/small/60123-1.jpg,City,Volcano Explorers,2016,4.0,1659,856,330,3,49.99,49.99
60124,Volcano Exploration Base,https://images.brickset.com/sets/small/60124-1.jpg,City,Volcano Explorers,2016,3.5,1902,1112,824,6,119.99,99.99
60125,Volcano Heavy-Lift Helicopter,https://images.brickset.com/sets/small/60125-1.jpg,City,Volcano Explorers,2016,4.5,901,1066,1277,8,149.99,129.99
60126,Tire Escape,https://images.brickset.com/sets/small/60126-1.jpg,City,Prison Island,2016,,2876,604,47,2,6.99,5.99
60127,Prison Island Starter Set,https://images.brickset.com/sets/small/60127-1.jpg,City,Prison Island,2016,4.3,2754,583,92,4,9.99,9.99
60128,Police Pursuit,https://images.brickset.com/sets/small/60128-1.jpg,City,Prison Island,2016,4.0,2656,888,184,2,24.99,19.99
60129,Police Patrol Boat,https://images.brickset.com/sets/small/60129-1.jpg,City,Prison Island,2016,4.0,1658,855,200,4,49.99,39.99
60130,Prison Island,https://images.brickset.com/sets/small/60130-1.jpg,City,Prison Island,2016,4.5,2582,1372,754,8,89.99,79.99
60131,Crooks Island,https://images.brickset.com/sets/small/60131-1.jpg,City,Prison Island,2016,5.0,1214,875,244,3,29.99,29.99
60132,Service Station,https://images.brickset.com/sets/small/60132-1.jpg,City,Traffic,2016,4.0,3023,2221,515,4,89.99,69.99
60133,City Advent Calendar,https://images.brickset.com/sets/small/60133-1.jpg,City,Seasonal,2016,3.0,3462,496,290,7,29.99,19.99
60134,Fun in the Park - City People Pack,https://images.brickset.com/sets/small/60134-1.jpg,City,General,2016,5.0,8521,2059,157,15,39.99,39.99
66537,3-in-1 Super Pack,https://images.brickset.com/sets/small/66537-1.jpg,Friends,Product Collection,2016,,50,86,350,,,
66538,Forests Value Pack,,Duplo,,2016,,10,15,,,,
66539,Heartlake Value Pack,https://images.brickset.com/sets/small/66539-1.jpg,Friends,,2016,,19,50,,,,
66540,City Volcano Value Pack,https://images.brickset.com/sets/small/66540-1.jpg,City,Volcano Explorers,2016,,92,92,,,,
66541,City Fire Value Pack,https://images.brickset.com/sets/small/66541-1.jpg,City,Fire,2016,,56,85,368,,,
66542,Microfighters Super Pack 3 in 1,https://images.brickset.com/sets/small/66542-1.jpg,Star Wars,Product Collection,2016,,202,150,267,,,
66543,Microfighters Super Pack 3 in 1,,Star Wars,Product Collection,2016,5.0,153,118,268,,,
66545,Mighty Micros Mighty Pack 3 in 1,,DC Comics Super Heroes,Product Collection,2016,,22,47,244,,,
66547,"Axl's Tower Carrier, Extra Awesome Edition",https://images.brickset.com/sets/small/66547-1.jpg,Nexo Knights,Product Collection,2016,,177,147,670,,,
66548,"Rock Roader, Extra Awesome Edition",https://images.brickset.com/sets/small/66548-1.jpg,Ninjago,Product Collection,2016,,106,100,406,,,
66549,"Salvage M.E.C., Extra Awesome Edition",https://images.brickset.com/sets/small/66549-1.jpg,Ninjago,Product Collection,2016,,112,105,439,,,
70310,Knighton Battle Blaster,https://images.brickset.com/sets/small/70310-1.jpg,Nexo Knights,Season 1,2016,4.0,2324,362,76,2,9.99,6.99
70311,Chaos Catapult,https://images.brickset.com/sets/small/70311-1.jpg,Nexo Knights,Season 1,2016,4.3,2496,377,93,2,9.99,9.99
70312,Lance's Mecha Horse,https://images.brickset.com/sets/small/70312-1.jpg,Nexo Knights,Season 1,2016,4.3,2510,427,237,3,19.99,13.99
70313,Moltor's Lava Smasher,https://images.brickset.com/sets/small/70313-1.jpg,Nexo Knights,Season 1,2016,5.0,2345,445,187,2,19.99,19.99
70314,Beast Master's Chaos Chariot,https://images.brickset.com/sets/small/70314-1.jpg,Nexo Knights,Season 1,2016,4.3,2125,502,314,2,29.99,23.09
70315,Clay's Rumble Blade,https://images.brickset.com/sets/small/70315-1.jpg,Nexo Knights,Season 1,2016,5.0,2236,614,367,5,39.99,27.99
70316,Jestro's Evil Mobile,https://images.brickset.com/sets/small/70316-1.jpg,Nexo Knights,Season 1,2016,3.5,1987,610,658,2,59.99,34.99
70317,The Fortrex,https://images.brickset.com/sets/small/70317-1.jpg,Nexo Knights,Season 1,2016,5.0,2558,753,1140,7,99.99,99.99
70318,The Glob Lobber,https://images.brickset.com/sets/small/70318-1.jpg,Nexo Knights,Season 2,2016,5.0,1475,394,95,2,9.99,9.99
70319,Macy's Thunder Mace,https://images.brickset.com/sets/small/70319-1.jpg,Nexo Knights,Season 2,2016,4.0,1281,417,202,3,19.99,19.99
70320,Aaron Fox's Aero-Striker V2,https://images.brickset.com/sets/small/70320-1.jpg,Nexo Knights,Season 2,2016,,1365,527,301,3,29.99,32.99
70321,General Magmar's Siege Machine of Doom,https://images.brickset.com/sets/small/70321-1.jpg,Nexo Knights,Season 2,2016,4.0,1601,547,516,3,49.99,49.99
70322,Axl's Tower Carrier,https://images.brickset.com/sets/small/70322-1.jpg,Nexo Knights,Season 2,2016,4.0,1277,585,670,4,69.99,79.99
70323,Jestro's Volcano Lair,https://images.brickset.com/sets/small/70323-1.jpg,Nexo Knights,Season 2,2016,4.0,1684,797,1186,10,119.99,119.99
70324,Merlok's Library 2.0,https://images.brickset.com/sets/small/70324-1.jpg,Nexo Knights,Season 1,2016,3.7,1509,483,288,3,24.99,24.99
70325,Infernox captures the Queen,https://images.brickset.com/sets/small/70325-1.jpg,Nexo Knights,Season 1,2016,5.0,1628,573,253,2,24.99,12.49
70326,The Black Knight Mech,https://images.brickset.com/sets/small/70326-1.jpg,Nexo Knights,Season 2,2016,5.0,957,627,530,4,39.99,49.99
70327,The King's Mech,https://images.brickset.com/sets/small/70327-1.jpg,Nexo Knights,Season 1,2016,5.0,1962,730,375,3,29.99,32.99
70330,Ultimate Clay,https://images.brickset.com/sets/small/70330-1.jpg,Nexo Knights,Ultimate,2016,4.3,2850,424,72,1,9.99,6.99
70331,Ultimate Macy,https://images.brickset.com/sets/small/70331-1.jpg,Nexo Knights,Ultimate,2016,4.3,3036,393,101,1,9.99,9.99
70332,Ultimate Aaron,https://images.brickset.com/sets/small/70332-1.jpg,Nexo Knights,Ultimate,2016,4.5,2833,433,82,1,9.99,9.99
70333,Ultimate Robin,https://images.brickset.com/sets/small/70333-1.jpg,Nexo Knights,Ultimate,2016,4.0,2387,380,75,1,9.99,9.99
70334,Ultimate Beast Master,https://images.brickset.com/sets/small/70334-1.jpg,Nexo Knights,Ultimate,2016,3.7,2348,361,65,1,9.99,9.99
70335,Ultimate Lavaria,https://images.brickset.com/sets/small/70335-1.jpg,Nexo Knights,Ultimate,2016,4.0,3715,386,69,1,9.99,4.99
70336,Ultimate Axl,https://images.brickset.com/sets/small/70336-1.jpg,Nexo Knights,Ultimate,2016,4.0,2093,436,69,1,9.99,9.99
70337,Ultimate Lance,https://images.brickset.com/sets/small/70337-1.jpg,Nexo Knights,Ultimate,2016,3.5,1955,443,75,1,9.99,9.99
70338,Ultimate General Magmar,https://images.brickset.com/sets/small/70338-1.jpg,Nexo Knights,Ultimate,2016,3.0,1703,424,64,1,9.99,9.99
70339,Ultimate Flama,https://images.brickset.com/sets/small/70339-1.jpg,Nexo Knights,Ultimate,2016,2.0,1996,478,67,1,9.99,9.99
70588,Titanium Ninja Tumbler ,https://images.brickset.com/sets/small/70588-1.jpg,Ninjago,Day of the Departed,2016,,1110,609,342,3,29.99,29.99
70589,Rock Roader,https://images.brickset.com/sets/small/70589-1.jpg,Ninjago,Day of the Departed,2016,4.5,941,546,406,4,39.99,39.99
70590,Airjitzu Battle Grounds,https://images.brickset.com/sets/small/70590-1.jpg,Ninjago,Airjitzu,2016,,524,500,666,5,59.99,59.99
70591,Kryptarium Prison Breakout,https://images.brickset.com/sets/small/70591-1.jpg,Ninjago,Skybound,2016,5.0,1600,429,207,5,19.99,19.99
70592,Salvage M.E.C.,https://images.brickset.com/sets/small/70592-1.jpg,Ninjago,Day of the Departed,2016,5.0,1318,612,439,4,39.99,39.99
70593,The Green NRG Dragon,https://images.brickset.com/sets/small/70593-1.jpg,Ninjago,Skybound,2016,5.0,1423,720,567,5,49.99,49.99
70594,The Lighthouse Siege,https://images.brickset.com/sets/small/70594-1.jpg,Ninjago,Skybound,2016,5.0,1624,895,767,8,69.99,69.99
70595,Ultra Stealth Raider,https://images.brickset.com/sets/small/70595-1.jpg,Ninjago,Day of the Departed,2016,,1041,725,1093,7,99.99,89.99
70596,Samurai X Cave Chaos,https://images.brickset.com/sets/small/70596-1.jpg,Ninjago,Day of the Departed,2016,4.0,547,734,1253,8,119.99,119.99
70599,Cole's Dragon,https://images.brickset.com/sets/small/70599-1.jpg,Ninjago,Skybound,2016,4.5,2079,520,98,2,9.99,9.99
70600,Ninja Bike Chase,https://images.brickset.com/sets/small/70600-1.jpg,Ninjago,Skybound,2016,5.0,1704,464,231,3,19.99,19.99
70601,Sky Shark,https://images.brickset.com/sets/small/70601-1.jpg,Ninjago,Skybound,2016,5.0,1911,481,221,2,19.99,19.99
70602,Jay's Elemental Dragon,https://images.brickset.com/sets/small/70602-1.jpg,Ninjago,Skybound,2016,4.3,1774,653,350,2,29.99,34.99
70603,Raid Zeppelin,https://images.brickset.com/sets/small/70603-1.jpg,Ninjago,Skybound,2016,4.8,2383,730,294,3,29.99,32.99
70604,Tiger Widow Island,https://images.brickset.com/sets/small/70604-1.jpg,Ninjago,Skybound,2016,4.6,1723,697,450,5,49.99,49.99
70605,Misfortune's Keep,https://images.brickset.com/sets/small/70605-1.jpg,Ninjago,Skybound,2016,,1433,694,754,6,79.99,89.99
71011,LEGO Minifigures - Series 15 {Random bag},https://images.brickset.com/sets/small/71011-0.jpg,Collectable Minifigures,Series 15,2016,,675,174,,,3.99,
71011,Farmer,https://images.brickset.com/sets/small/71011-1.jpg,Collectable Minifigures,Series 15,2016,4.3,6184,960,6,1,3.99,
71011,Astronaut,https://images.brickset.com/sets/small/71011-2.jpg,Collectable Minifigures,Series 15,2016,4.5,6405,735,8,1,3.99,
71011,Frightening Knight,https://images.brickset.com/sets/small/71011-3.jpg,Collectable Minifigures,Series 15,2016,4.8,6010,828,7,1,3.99,
71011,Clumsy Guy,https://images.brickset.com/sets/small/71011-4.jpg,Collectable Minifigures,Series 15,2016,5.0,7076,766,6,1,3.99,
71011,Tribal Woman,https://images.brickset.com/sets/small/71011-5.jpg,Collectable Minifigures,Series 15,2016,4.5,5846,909,6,1,3.99,
71011,Flying Warrior,https://images.brickset.com/sets/small/71011-6.jpg,Collectable Minifigures,Series 15,2016,5.0,6460,856,10,1,3.99,
71011,Faun,https://images.brickset.com/sets/small/71011-7.jpg,Collectable Minifigures,Series 15,2016,4.5,6297,822,5,1,3.99,
71011,Animal Control Officer,https://images.brickset.com/sets/small/71011-8.jpg,Collectable Minifigures,Series 15,2016,3.5,6312,840,6,1,3.99,
71011,Janitor,https://images.brickset.com/sets/small/71011-9.jpg,Collectable Minifigures,Series 15,2016,4.5,6368,812,6,1,3.99,
71011,Ballerina,https://images.brickset.com/sets/small/71011-10.jpg,Collectable Minifigures,Series 15,2016,3.5,5293,652,5,1,3.99,
71011,Laser Mech,https://images.brickset.com/sets/small/71011-11.jpg,Collectable Minifigures,Series 15,2016,4.0,5215,700,8,1,3.99,
71011,Kendo Fighter,https://images.brickset.com/sets/small/71011-12.jpg,Collectable Minifigures,Series 15,2016,3.5,5973,546,6,1,3.99,
71011,Shark Suit Guy,https://images.brickset.com/sets/small/71011-13.jpg,Collectable Minifigures,Series 15,2016,5.0,7628,928,4,1,3.99,
71011,Wrestling Champion,https://images.brickset.com/sets/small/71011-14.jpg,Collectable Minifigures,Series 15,2016,2.0,5447,457,5,1,3.99,
71011,Jewel Thief,https://images.brickset.com/sets/small/71011-15.jpg,Collectable Minifigures,Series 15,2016,4.0,5490,704,7,1,3.99,
71011,Queen,https://images.brickset.com/sets/small/71011-16.jpg,Collectable Minifigures,Series 15,2016,4.0,6391,854,7,1,3.99,
71011,LEGO Minifigures - Series 15 - Complete,https://images.brickset.com/sets/small/71011-17.jpg,Collectable Minifigures,Series 15,2016,,3058,310,102,16,,
71011,LEGO Minifigures - Series 15 - Sealed Box,https://images.brickset.com/sets/small/71011-18.jpg,Collectable Minifigures,Series 15,2016,,420,117,,,,2.09
71012,LEGO Minifigures - The Disney Series {Random bag},https://images.brickset.com/sets/small/71012-0.jpg,Collectable Minifigures,Disney,2016,,665,225,,,3.99,
71012,Stitch,https://images.brickset.com/sets/small/71012-1.jpg,Collectable Minifigures,Disney,2016,4.5,5756,573,3,1,3.99,
71012,Alien,https://images.brickset.com/sets/small/71012-2.jpg,Collectable Minifigures,Disney,2016,4.0,5564,558,3,1,3.99,
71012,Buzz Lightyear,https://images.brickset.com/sets/small/71012-3.jpg,Collectable Minifigures,Disney,2016,5.0,5463,764,7,1,3.99,
71012,Aladdin,https://images.brickset.com/sets/small/71012-4.jpg,Collectable Minifigures,Disney,2016,4.0,5055,646,5,1,3.99,
71012,Genie,https://images.brickset.com/sets/small/71012-5.jpg,Collectable Minifigures,Disney,2016,3.0,5516,564,6,1,3.99,
71012,Maleficent,https://images.brickset.com/sets/small/71012-6.jpg,Collectable Minifigures,Disney,2016,5.0,5598,720,9,1,3.99,
71012,Alice,https://images.brickset.com/sets/small/71012-7.jpg,Collectable Minifigures,Disney,2016,4.0,5281,653,7,1,3.99,
71012,Cheshire Cat,https://images.brickset.com/sets/small/71012-8.jpg,Collectable Minifigures,Disney,2016,3.0,5076,615,4,1,3.99,
71012,Daisy Duck,https://images.brickset.com/sets/small/71012-9.jpg,Collectable Minifigures,Disney,2016,4.0,4947,485,5,1,3.99,
71012,Donald Duck,https://images.brickset.com/sets/small/71012-10.jpg,Collectable Minifigures,Disney,2016,4.5,5131,615,5,1,3.99,
71012,Minnie Mouse,https://images.brickset.com/sets/small/71012-11.jpg,Collectable Minifigures,Disney,2016,4.0,5084,520,5,1,3.99,
71012,Mickey Mouse,https://images.brickset.com/sets/small/71012-12.jpg,Collectable Minifigures,Disney,2016,3.0,5617,548,3,1,3.99,
71012,Mr. Incredible,https://images.brickset.com/sets/small/71012-13.jpg,Collectable Minifigures,Disney,2016,5.0,5389,506,5,1,3.99,
71012,Syndrome,https://images.brickset.com/sets/small/71012-14.jpg,Collectable Minifigures,Disney,2016,4.0,5487,509,6,1,3.99,
71012,Peter Pan,https://images.brickset.com/sets/small/71012-15.jpg,Collectable Minifigures,Disney,2016,4.0,5058,592,6,1,3.99,
71012,Captain Hook,https://images.brickset.com/sets/small/71012-16.jpg,Collectable Minifigures,Disney,2016,4.0,5263,659,5,1,3.99,
71012,Ursula,https://images.brickset.com/sets/small/71012-17.jpg,Collectable Minifigures,Disney,2016,3.5,5371,601,5,1,3.99,2.99
71012,Ariel,https://images.brickset.com/sets/small/71012-18.jpg,Collectable Minifigures,Disney,2016,5.0,5291,615,6,1,3.99,
71012,LEGO Minifigures - The Disney Series - Complete,https://images.brickset.com/sets/small/71012-19.jpg,Collectable Minifigures,Disney,2016,5.0,3339,491,95,18,,
71012,LEGO Minifigures - The Disney Series - Sealed Box,https://images.brickset.com/sets/small/71012-20.jpg,Collectable Minifigures,Disney,2016,,453,163,,,,
71013,LEGO Minifigures - Series 16 {Random bag},https://images.brickset.com/sets/small/71013-0.jpg,Collectable Minifigures,Series 16,2016,5.0,531,124,,,,
71013,Ice Queen,https://images.brickset.com/sets/small/71013-1.jpg,Collectable Minifigures,Series 16,2016,4.7,5083,636,11,1,3.99,
71013,Desert Warrior,https://images.brickset.com/sets/small/71013-2.jpg,Collectable Minifigures,Series 16,2016,4.5,4690,508,5,1,3.99,
71013,Cyborg,https://images.brickset.com/sets/small/71013-3.jpg,Collectable Minifigures,Series 16,2016,5.0,4332,594,7,1,3.99,
71013,Cute Little Devil,https://images.brickset.com/sets/small/71013-4.jpg,Collectable Minifigures,Series 16,2016,4.0,5556,641,9,1,3.99,
71013,Spooky Boy,https://images.brickset.com/sets/small/71013-5.jpg,Collectable Minifigures,Series 16,2016,3.5,5074,577,6,1,3.99,
71013,Hiker,https://images.brickset.com/sets/small/71013-6.jpg,Collectable Minifigures,Series 16,2016,4.3,5848,833,7,1,3.99,
71013,Wildlife Photographer,https://images.brickset.com/sets/small/71013-7.jpg,Collectable Minifigures,Series 16,2016,5.0,5126,778,7,1,3.99,
71013,Kickboxer,https://images.brickset.com/sets/small/71013-8.jpg,Collectable Minifigures,Series 16,2016,5.0,4456,482,6,1,3.99,
71013,Scallywag Pirate,https://images.brickset.com/sets/small/71013-9.jpg,Collectable Minifigures,Series 16,2016,3.5,4264,638,6,1,3.99,
71013,Penguin Boy,https://images.brickset.com/sets/small/71013-10.jpg,Collectable Minifigures,Series 16,2016,5.0,5136,778,6,1,3.99,
71013,Rogue,https://images.brickset.com/sets/small/71013-11.jpg,Collectable Minifigures,Series 16,2016,4.7,5489,695,6,1,3.99,
71013,Dog Show Winner,https://images.brickset.com/sets/small/71013-12.jpg,Collectable Minifigures,Series 16,2016,4.0,5231,575,6,1,3.99,
71013,Mariachi,https://images.brickset.com/sets/small/71013-13.jpg,Collectable Minifigures,Series 16,2016,5.0,5939,725,6,1,3.99,
71013,Spy,https://images.brickset.com/sets/small/71013-14.jpg,Collectable Minifigures,Series 16,2016,5.0,5244,629,8,1,3.99,
71013,Banana Guy,https://images.brickset.com/sets/small/71013-15.jpg,Collectable Minifigures,Series 16,2016,5.0,6739,643,4,1,3.99,
71013,Babysitter,https://images.brickset.com/sets/small/71013-16.jpg,Collectable Minifigures,Series 16,2016,5.0,5190,792,6,2,3.99,2.99
71013,LEGO Minifigures - Series 16 - Complete,https://images.brickset.com/sets/small/71013-17.jpg,Collectable Minifigures,Series 16,2016,,2465,325,106,17,,
71013,LEGO Minifigures - Series 16 - Sealed Box,https://images.brickset.com/sets/small/71013-18.jpg,Collectable Minifigures,Series 16,2016,,275,93,,,,
71014,LEGO Minifigures - DFB Series {Random bag},https://images.brickset.com/sets/small/71014-0.jpg,Collectable Minifigures,DFB Series,2016,,254,164,,,,2.99
71014,Joachim Löw,https://images.brickset.com/sets/small/71014-1.jpg,Collectable Minifigures,DFB Series,2016,,939,305,6,1,,2.99
71014,Manuel Neuer,https://images.brickset.com/sets/small/71014-2.jpg,Collectable Minifigures,DFB Series,2016,,905,295,6,1,,2.99
71014,Jérôme Boateng,https://images.brickset.com/sets/small/71014-3.jpg,Collectable Minifigures,DFB Series,2016,,911,280,6,1,,2.99
71014,Mats Hummels,https://images.brickset.com/sets/small/71014-4.jpg,Collectable Minifigures,DFB Series,2016,,887,274,6,1,,2.99
